id,trigger,conditions,script,text,options,notes
cpmOfferOptionUW,cpm_option,$cpm_underworld,,,cpm_start:询问关于供应{$cpm_commodityName}的事,
cpmBlurbBarUW,cpm_blurbBar,$cpm_underworld,,一个{$cpm_manOrWoman}独自坐在私人隔间里，隔间旁站着神经紧绷的保镖。他们的姿态让隔间蒙上了不祥的氛围。,,
cpmOfferOptionBarUW,cpm_optionBar,$cpm_underworld,,,cpm_startBar:接近坐在隔间里的}$cpm_manOrWoman,
cpmOfferTextBarUW,DialogOptionSelected,"$option == cpm_startBar
$cpm_underworld","$missionId = cpm
","你走近私人隔间，尽力通过姿态展示自己既重要又有人脉。这似乎奏效了;{$cpm_manOrWoman}向{$hisOrHer的}保镖挥了挥手，以示可以让你与{$himOrHer}进行会谈。

""是 $playerName 舰长，不对吗?"" $HeOrShe 给 $himOrHerself 倒了一杯 桌子中央那 昂贵的 某种饮料。 ""我的 线人 说了很多 关于你的事。"" $hisOrHer 扬了扬 眉毛， ""你的成就，你的功绩。 我钦佩你 对力量的 追求。 别急着 否认，"" $heOrShe 边说 边摇晃着 杯子，"" 你做得 很好，这就是 我愿意 与你谈话 的原因。""

$heOrShe}喝光了{$hisOrHer}杯中的饮料，然后说:}""我非常希望有能与你共事的机会。""","cpm_startBar2:继续
contact_declineBarNoContinue:拒绝",
cpmOfferTextBarUW2,DialogOptionSelected,"$option == cpm_startBar2
$cpm_underworld","SetTextHighlights $cpm_needed $cpm_missionCycles $cpm_monthlyPayment $cpm_contractCycles $cpm_totalPayment
","""我需要 一位 殖民地管理者 稳定供给 $cpm_needed 单位的 $cpm_commodityName ，不惜 一切 代价。""  

""不惜一切代价。""{$HeOrShe}把{$hisOrHer的}杯子砸在桌子上以强调这一点。

""我的组织 希望 能在 $cpm_missionCycles 星历年内 实现 第一次交付。 一旦 合同成立， 我会在 $cpm_contractCycles 星历年内 每月 向你支付 $cpm_monthlyPayment 星币，总计 $cpm_totalPayment 星币。""

$HeOrShe 倒满了 两杯饮料。 ""合同成立 只需要 你的 口头答应。"" $HeOrShe 露出了 令人 不寒而栗的 微笑，还 推了推 眼镜。 ""这次合作 将为 我们双方 带来 巨大的 利润，$playerName。""","contact_acceptBar:接受
contact_declineBarNoContinue:拒绝",
cpmOfferTextContactUW,DialogOptionSelected,"$option == cpm_start
$cpm_underworld","$missionId = cpm
SetTextHighlights $cpm_needed $cpm_missionCycles $cpm_monthlyPayment $cpm_contractCycles $cpm_totalPayment","""我需要 一位 殖民地管理者 稳定供给 $cpm_needed 单位的 $cpm_commodityName ，不惜 一切 代价。 我的组织 希望 能在 $cpm_missionCycles 星历年内 实现 第一次交付。 一旦 合同成立， 我会 每月 向你支付 $cpm_monthlyPayment 星币， 我们的 合同 将持续 $cpm_contractCycles 星历年 ，你 将得到 总计 $cpm_totalPayment 星币。""

""合同成立 只需要 你的 口头答应。"" $HeOrShe 说道， ""我们 可以成为 很好的 合作伙伴， $playerName， 谁 会反对 这样的 伙伴关系 呢?"" $HeOrShe 露出了 令人 不寒而栗的 微笑。","contact_accept:接受
contact_decline:拒绝",
# possible pirate encounter,,,,,,
CPMPirateHail,CPMPirateHail,,$entity.ignorePlayerCommRequests = true,"""$playerName 舰长。"" 出现在 通讯显示屏上 的 海盗 $personRank 看起来 歉意十足。 ""我 会找上你 是因为 你 牵涉进了 一起 巨额的 $cpm_commodityName 运输中。 一个 匿名竞争者 想要传递 一条信息， 当然， 只是 传递给 雇佣你 的人， 你 则很快就会 殒命。 不过 出于 职业道德， 我想 我应该 让你死得 明白些。""

""我想说，其实这也不坏。""{$heOrShe}耸了耸肩，""我会得到非常不错的报酬，足够让我享受不错的退休生活了。""{$HeOrShe}带着渴望的眼神叹了口气，然后训斥似的竖起了一根手指，""对了，我这任务是完成后才能收款的，所以我不可能拿着两份钱远走高飞，别想收买我。""","cutCommLink2:""我为你感到高兴，真的。""
cutCommLink:沉默不语",
,,,,,,
,,,,,,
