id,trigger,conditions,script,text,options,notes
# gaPZ post encounters,,,,,,
gaPZHegemonyEncounter,BeginFleetEncounter,"$gaPZ_hegemony score:1000
!$gaPZ_encounteredAlready","$gaPZ_encounteredAlready = true
FleetDesc
HailPlayer",,,
gaPZHegemonyEncounterComm,OpenCommLink,"$entity.gaPZ_hegemony score:1000
!$entity.ignorePlayerCommRequests
ZigguratCMD updateData","$entity.ignorePlayerCommRequests = true
FireBest GAPZHegInitial",,,
gaPZHegemonyEncounterStandard,GAPZHegInitial,,,"""根据星历81年颁布的《星际过境协定》，请接受我们对-"" 这位霸主 {$personRank} 垂下眼睛看了看什么东西，""-对 {$zigguratShipName} 进行的例行安全检查。""

{$personLastName}$PersonRank} 直直地看着你，面无表情地说道，""我们不希望看到因这艘未经认证的舰船自由过境而在霸主星域内引发任何意外事故。""

说着如此赤裸裸的谎话，居然还能如此从容。",gaPZ_heg1:考虑接下来该怎么做,
gaPZHegemonyEncounterNoZig,GAPZHegInitial,!$entity.hasZiggurat,FireBest GAPZHegInitialCont,"""你好，舰长,"" 这位霸主 {$personRank} 用清脆的声音说道。"" 我们的长程传感器最近探测到，你的舰队中有一艘来源非常神秘的舰船。""",,
gaPZHegemonyEncounterOnlyZig,GAPZHegInitial,$entity.hasOnlyZiggurat,FireBest GAPZHegInitialCont,"""你好，舰长，"" 这位霸主 {$personRank} 用清脆的声音说道。"" 我们的传感器探测到一艘来源未知的舰船。"" ",,
gaPZHegemonyEncounterInitialCont,GAPZHegInitialCont,,"MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","""尽管工业上的进步和革新与霸主的利益，乃至人之领的复兴相符合，"" {$heOrShe} 像在背诵演讲稿的官僚那样机械般地说出这段话，""但为了保护所有人的安全，我们有必要对此进行一定的监管，并设置一定的限制。请你知会,{科技标准部}在此宣布，我们将全力辅佐人之领的继承者，也就是霸主联合体，为此我们会确保你那所谓的{通灵塔-级}船体完全遵守星历194年签署的{Crom{Cruach}条约，"" {$hisOrHer} 目光和你对上，""就是那份标志着第二次AI战争结束的条约。""

这位霸主 {$personRank} 毫无感情地结束道，""请你将这次谈话视作警告。"" 接着，{$HeOrShe} 切断了通讯，连一句惯例的 '航行无阻' 都没有说。",cutCommLinkNoText:继续,
gaPZ_heg1,DialogOptionSelected,$option == gaPZ_heg1,,"你找了些借口来拖延这位霸主 {$personRank} 几分钟的时间，以便和你的舰桥成员商讨对策。

""这... 很难说得上是标准流程，但是从技术层面上说，他们的确可以在不持有关税违反令的情况下要求进行扫描 ，"" 你的传感器操作官解释道。""我听说这项条款以前确实被用过，但大都是为了对付可能载有左径渗透者的运载舰。他们不能检查舰船全貌，只能，呃，检查那些主要部件: 主气闸，货仓，反应堆，超光速推进器。检查一下船体的完整度，确保你的反应堆不会突然炸掉。理论上是这样。""",gaPZ_heg2:继续,
gaPZ_heg2,DialogOptionSelected,$option == gaPZ_heg2,FireAll GAPZHegHub,"""我觉得这种说法在法庭上站不住脚。呃，至少在民事法庭里。但如果你拒绝的话，他们会想别的办法的。大概吧。""

你意识到，霸主是想全面扫描一遍{通灵塔-级}船体的主要系统。你可以命令内部安保人员严禁他们的扫描小组靠近与{光尘系统}有关的任何东西。或许他们的目的只是烦一烦你。但说不定他们打算使用特制的扫描仪器来尝试获知{通灵塔-级}的真实能力。

""我们该怎么办，舰长?"" 你的传感器操作官问道。",,
GAPZHegHub1,GAPZHegHub,Commission hasFactionCommission,,,0:gaPZ_hegHub1:利用你的霸主雇佣协议提出申诉,
