id,trigger,conditions,script,text,options,notes
"# gaFC Fikenhild, Bione Lata",,,,,,
gaFCFikenhildBione1,DialogOptionSelected,$option == gaFC_visitB,$visitedB = true,"你乘坐电车到了{Kay-arco}的郊区，这是一座宏大的半潜式的生态设施，众多浮动都市形成的网络就这么挤在它底端。电车的单轨在阳光下闪耀着光，笔直向地平线延申，就像安装在挂载点上的粒子长矛射穿了星云。

当电车冲破了云层，你感觉到了因为减速产生的微妙拉力与反引力场效应之间的对抗，你到达了你的目的地：一个模块化的郊区聚集地。你瞥了一眼你的{TriPad}，想起了这个地方的名字，{""Seabank}Oasis""}。",gaFC_fikenhildBione2:继续,Unnamed: 6
gaFCFikenhildBione2,DialogOptionSelected,$option == gaFC_fikenhildBione2,"ShowPersonVisual true bione_lata
FireAll GAFCQuestionBioneAgentName true","在一个外院的门口你嗡嗡得按动着门铃，墙顶半透明玻璃条中露出了一丝绿色的草坪。在短暂的延迟之后，通讯板被激活了，一个看起来很疲惫的女人出现在全息图中。你询问她是不是{Bione}Lata}，是否介意回答一些关于{Scylla}Coureuse}的问题。

她看了看身后，然后压低声音回答。""是的，不是已经有人来问过她了吗? 就像我说的，我已经很多年没有见过{Scylla}了。听着，我不想再花很多时间回答这种问题。""",,
GAFCQuestionBioneAgentName1,GAFCQuestionBioneAgentName,,,,"0:gaFC_fikenhildBioneA:""你能告诉我关于{Scylla}本人的情况吗""",
GAFCQuestionBioneAgentName2,GAFCQuestionBioneAgentName,,,,"10:gaFC_fikenhildBioneB:""是谁在之前拜访你问这些问题的""",
GAFCQuestionBioneAgentName3,GAFCQuestionBioneAgentName,$global.gaFC_knowFinlaysName,,,"20:gaFC_fikenhildBioneC:""告诉我这个与你谈话的{'Finlay特工'}的信息""",
GAFCQuestionBioneAgentName4,GAFCQuestionBioneAgentName,!$global.gaFC_knowFinlaysName,,,"

30:gaFC_fikenhildBioneD:确保周围的人把你的行为看在了眼里",
gaFCFikenhildBioneAstart,DialogOptionSelected,$option == gaFC_fikenhildBioneA,"$option = gaFC_questionBioneAend 0
$elissaAside = true 0
FireBest DialogOptionSelected","""好吧。就像我说的，我不知道她现在到底掺和了什么事。我认识{Scylla}的时候，她......工作很努力，成绩很好，准确说，在她认为老师没错的情况下，她的成绩都很好。还有，""{Bione}现在笑了，""她不会退步。""

""而且我不知道，她对{Elissa}--嗯，{Elissa}Zal}相当认真。就像我告诉另一位调查员的那样，她发生了一些事情，但我不知道具体情况。她更多地在下城区闲逛，和那个叫{Cavin}的家伙在一起，卷进各种麻烦，然后......"" 你听到从通讯板和院墙那边传来的婴儿的细微哭声。""我真的得走了--再见，调查员......不管你叫什么名字。""",,
gaFCQuestionBioneElissaZal,DialogOptionSelected,"$option == gaFC_questionBioneAend
!$global.gaFC_knowElissasName 
$elissaAside","$option = gaFC_questionBioneAend 0
unset $elissaAside
$global.gaFC_knowElissasName = true
FireBest DialogOptionSelected",{Elissa}Zal}，这个名字是新的线索，你在{TriPad}上迅速记下了这些信息。,,
gaFCQuestionBioneAend,DialogOptionSelected,"$option == gaFC_questionBioneAend
$global.gaFC_knowElissasName ",unset $elissaAside,通讯面板跳转，跳舞的海堤绿洲吉祥物取代了{Bione}的脸，它提醒你，未登记的客人将在工作结束时被要求离开郊区。,gaFC_fikenhildBioneLeave:离开,
gaFCFikenhildBioneB,DialogOptionSelected,$option == gaFC_fikenhildBioneB,,"""哦，嗯，那是几个星期前。{Finlay}? 哦，你是说舰队情报部的{Siyavong}特工，{Finlay}是他的名。你一定是来自{Westernesse}国内安全部，对吗?""",gaFC_fikenhildBioneB2:做出无可奉告的动作，比如点一下头,
gaFCFikenhildBioneB2,DialogOptionSelected,$option == gaFC_fikenhildBioneB2,"SetPersonHidden siyavong false
$global.gaFC_knowSiyavongContact = true
AddTextSmall ""Received comms ID for Finlay Siyavong"" highlight","""这很合理，联盟部门从不与星球当地部门协调，是吗? 好吧，你们这些人从不交流与我无关。{Siyavong}探员留下了一张通讯卡。""

""在这里，""她按了几个键，出现了一个{ID}字样。当你用你的{TriPad}调出联系信息时，你听到从通讯面板和院墙那边传来的婴儿的细微哭声。""我真的要走了--再见，调查员，嗯，没听清你的名字--抱歉!""

通讯面板跳转，跳舞的海口绿洲吉祥物取代了{Bione}的脸。你瞥了一眼你{TriPad}上的新通讯联络人，一个叫{Finlay}Siyavong}的人。",gaFC_fikenhildBioneLeave:离开,
gaFCFikenhildBioneC,DialogOptionSelected,$option == gaFC_fikenhildBioneC,$global.gaFC_knowFinlaysName = true,"""哦，嗯，那是几个星期前。他人很好，穿得很好。{Finlay}特工...{Finlay}Siyavong}，他是舰队情报局的人。你也来自舰队，对吗?"" 

你做了一个不置可否的动作，点了一下头。

""嗯，他问了很多问题。你就不能和他谈谈吗? 我真的有急事...... ""你从通讯板和院墙那边都听到了婴儿的细微哭声。""我现在得走了。对不起，调查员，再见。""

通讯板跳转，跳舞的海银绿洲吉祥物取代了{Bione}的脸。特工{Finlay}Siyavong}，可能是为英仙座联盟的情报部门工作，有意思。",gaFC_fikenhildBioneLeave:离开,
gaFCFikenhildBioneD,DialogOptionSelected,$option == gaFC_fikenhildBioneD,$global.gaFC_beingConspicuous++,"你退后一步，用你响亮的、""指挥官的声音""说话：首先你向{Bione}表明你只是在跟进上一次特工的访问，然后强调她是在跟{$playerName}说话。你仔细地念出你的名字，保证在查询时不会打错字，无论是通过语音还是文字。

在通讯板前踱步，你再次提到{Scylla}Coureuse}，但主要是谈论的是你自己，以及配合官员的工作有多么重要。一个邻居从隔壁单元的窗户里探出头来，对你的噪音感到不快，但在你的目光接触下就退了回去。

你的表演太精彩了，以至于你花了点时间才意识到，{Bione}的声音通过小小的通讯板传来，想引起你的注意。",gaFC_fikenhildBioneD2:看她想说什么,
gaFCFikenhildBioneD2,DialogOptionSelected,$option == gaFC_fikenhildBioneD2,,"""你好! 嗯，{$playerFirstName}是吗? 你能小点声吗? 我的..."" 你听到从通讯板和院墙那边传来的婴儿的细微哭声。

{Bione}的神情变得强硬，你这次真搞砸了点什么。""...我真的得走了。再见。""

通讯面板跳转了，跳舞的海银绿洲吉祥物取代了{Bione}的脸。它提醒你在访问郊区社区时要小声点，你今天过的不愉快吗。

你点头，转过身去，正好看到另一个邻居用惊愕的眼神看着你，数据板已经准备好打电话投诉了。",gaFC_fikenhildBioneLeave:离开,
gaFCFikenhildBioneLeave,DialogOptionSelected,$option == gaFC_fikenhildBioneLeave,ShowDefaultVisual,你转身向单轨线走去，对你的任务笔记进行了更新。一片雾气滚滚而来，使明亮的阳光变得暗淡。,gaFC_visitFikenhild:返回交通站,
"# gaFC Fikenhild, Cavin Pharoh",,,,,,
gaFCFikenhildCavinStart,DialogOptionSelected,$option == gaFC_visitC,"$visitedC = true
$global.gaFC_triedToSeeCavin = true
FireBest GAFCCavinStartKnock","转运电梯下降到{Kay-arco}的地下区域。空气中弥漫着霉菌和有百年历史的机器润滑油。你穿过充满廉价公寓、贩卖灰色地带商品的零售商和边缘思想的结构隧道。

你的{TriPad}指引你到一个地址，在那里{Cavin}Pharoh}举办了在通知中所说的""激进意识进行中""的活动。在一片不知名的关闭的仓库门中，你发现了一扇安全门，两边全是腐烂的化学品以及煽动性的印刷品。在入口处躺着药晕过去的人。你感觉你找对地方了。",,
gaFCFikenhildCavinKnock1,GAFCCavinStartKnock,$global.gaFC_beingConspicuous >= 3,,,gaFC_fikenhildCavinStartInterrupt:继续,
gaFCFikenhildCavinKnock2,GAFCCavinStartKnock,$global.gaFC_beingConspicuous <= 2,,,gaFC_fikenhildCavinKnock:敲门,
gaFCFikenhildCavinStartInterrupt,DialogOptionSelected,$option == gaFC_fikenhildCavinStartInterrupt,"$siyavongDidInterrupt = true
FireAll GAFCCavinInterruptOptions
ShowPersonVisual true siyavong","当你举起手准备敲门时，门边的通讯器喷出了火花，并发出了声音。

""你已经表达了你的来意，{$playerName}""。

一个有官腔的声音，虽然被损坏的通讯器略有扭曲。这是一种受过精英教育的象征，说话者自然而然带有一种浅浅的权威感。

""你想让我们知道你在找{Scylla}Coureuse}，你要在{Fikenhild}的每个街角大喊，就是要让我们知道。""",,
gaFCCavinInterruptOptions1,GAFCCavinInterruptOptions,$global.gaFC_knowFinlaysName,,,"10:gaFC_fikenhildSiyavongInterruptA:""特工{Finlay}Siyavong}, 没错吧""",
gaFCCavinInterruptOptions2,GAFCCavinInterruptOptions,,,,"20:gaFC_fikenhildSiyavongInterruptB:""你该注意到了""",
gaFCCavinInterruptOptions3,GAFCCavinInterruptOptions,,,,"
30:gaFC_fikenhildSiyavongInterruptC:""你听起来不像{Cavin}Pharoh}。""",
gaFCFikenhildSiyavongInterruptA,DialogOptionSelected,$option == gaFC_fikenhildSiyavongInterruptA,"$option = gaFC_fikenhildSiyavongInterruptEnd 0
FireBest DialogOptionSelected","""你的推测是正确的，舰长。"" 这个声音听起来对你留下了深刻的印象。",,
gaFCFikenhildSiyavongInterruptB,DialogOptionSelected,$option == gaFC_fikenhildSiyavongInterruptB,"$option = gaFC_fikenhildSiyavongInterruptEnd 0
FireBest DialogOptionSelected","""你还真是顽固，舰长。"" 这个声音听起来有一丝恼怒。",,
gaFCFikenhildSiyavongInterruptC,DialogOptionSelected,$option == gaFC_fikenhildSiyavongInterruptC,"$option = gaFC_fikenhildSiyavongInterruptEnd 0
FireBest DialogOptionSelected","""我有充分的理由，""那个声音耐心地说道。",,
gaFCFikenhildSiyavongInterruptEnd,DialogOptionSelected,$option == gaFC_fikenhildSiyavongInterruptEnd,"SetPersonHidden siyavong false
$global.gaFC_knowSiyavongContact = true
AddTextSmall ""Received comms ID for Finlay Siyavong"" highlight","""我们应该在更谨慎的环境下谈谈，舰长，""那个声音继续说道，""我会把我的通讯{ID}发给你。别管这个无政府主义者的巢穴了。回到上面来，让我们面对面地谈谈我们的共同利益。"" 

当通讯面板发出噼里啪啦的响声时，你的数据板发出了响声。看起来你终于引起了你正在寻找的人的关注。","gaFC_fikenhildCavinLeave:离开 - 你已经得到了你要的东西
gaFC_fikenhildCavinKnockAnyway:还是要敲门",
