id,trigger,conditions,script,text,options,notes
# GA - ransom researcher,,,,,,
gaRRBlurbPirate,gaRR_blurb,$gaRR_variation == PIRATE,,"""一位来自{$gaRR_department}部门的重要科学家，在进行研究时被来自{$gaRR_marketName}的海盗给...嗯...给绑架了。我们已经谈妥了赎金的金额，现在需要有个人去接他们回来。""
",,
gaRROfferOptionPirate,gaRR_option,$gaRR_variation == PIRATE,,,gaRR_start:询问关于被绑架科学家的更多信息,
gaRRBlurbChurch,gaRR_blurb,$gaRR_variation == CHURCH,,"""一位来自{$gaRR_department}部门的重要科学家，在进行研究时被来自{$gaRR_marketName}的卢德教会的人给...嗯...给囚禁了。我们需要派个人去交那个...什一税，他们才肯放人。""
",,
gaRROfferOptionChurch,gaRR_option,$gaRR_variation == CHURCH,,,gaRR_start:询问关于被囚禁科学家的更多信息,
gaRRMissionTextPirate,DialogOptionSelected,"$option == gaRR_start
$gaRR_variation == PIRATE",$missionId = gaRR,"""呃，现在的情况是{$gaRR_department}部门的科学家{$gaRR_researcherName}在核心星域外执行科研任务时被...被海盗给绑架了。核心星域外简直太危险了，""说到这里，{Sebestyen}显得十分不安，""那些海盗啊，太空战斗啊，食人者啊，还有陨石啊什么的"" 他颤抖着说到 ""简直太吓人了，太恐怖了。""","gaRR_cannibals:""食人者？""
gaRR_briefing1:""海盗？""",
gaRRMissionTextPirateCannibals,DialogOptionSelected,$option == gaRR_cannibals,,"""哦，那是在远离核心星域的地方发生的绝望传说。虽然未经证实，各种来源说法不一，但真实情况的记录很可能已经被销毁了。事情是这样的，在船员们用完了最后的补给后，船长就...""


学者猛然意识到他所说的已经有些跑题了。他重新拿起他的数据平板，眯起眼睛说到，""呃，我们刚才谈到哪了？""","gaRR_briefing1:""那些海盗""",
gaRRMissionTextPirate1,DialogOptionSelected,"$option == gaRR_briefing1
$gaRR_variation == PIRATE",SetTextHighlights $gaRR_costNormal $gaRR_reward,"""哦对，那些海盗把学者{$gaRR_researcherName}给绑走了。他们知道{Galatia}学院肯定不会对自己人坐视不管，""说到这，他稍微松了口气，""并且会支付合理数额的赎金。这次，他们想要{$gaRR_costNormal}星币作为赎金。我们会把这笔钱交给你，并由你支付给海盗方面的联络人，呃，那个叫{$gaRR_contactName}的。你可以在{$gaRR_marketName}找到他们。""

""我们会提供给你他们的通讯加密码，而你要做的就是设法嵌入该港口，联系{$gaRR_contactName}，并支付赎金。最后，在把学者{$gaRR_researcherName}送回到{Galatia}学院后，会支付给你{$gaRR_reward}星币作为报酬。","gaRR_briefing2:""如果我能不付赎金就把学者救出来，那这赎金我能自己留着吗?""",
gaRRMissionTextPirate2,DialogOptionSelected,"$option == gaRR_briefing2
$gaRR_variation == PIRATE",,"""呃这个..."" 你的主意让{Sebestyen}显得有些慌乱，""呃，老天啊，我得查一下。""

从突然出现在他脸上的反光来看，{Sebestyen}已经在平板上划拉出了一大坨法律条文，就算是滚动着快速阅读也花了他一分多钟的时间。

""好吧，理论上来说""，他笑得很灿烂，""这些资金是'根据回收附录A中所列项目之所需，向受雇者'——也就是你——'所发放的行动资金'。所以，如果你能在不使用这些资金的情况下完成任务，你就可以留下这笔额外的钱。呃，希望你不是通过，呃...那种方法来...呃""{Sebestyen}显得很不舒服，他闭上了眼睛并深吸了一口气。","gaRR_briefing3:""不用担心，我挺擅长通过谈判来解决问题的""",
gaRRMissionTextPirate3,DialogOptionSelected,"$option == gaRR_briefing3
$gaRR_variation == PIRATE",,"学者{Sebestyen}抬起头来，显然对此感到欣慰。""那么，你同意接下这项任务?""","gaRR_accept:接受
aseb_decline:拒绝",
gaRRMissionTextChurch,DialogOptionSelected,"$option == gaRR_start
$gaRR_variation == CHURCH",$missionId = gaRR,"""呃，现在的情况是{$gaRR_department}部门的科学家{$gaRR_researcherName}在核心星域外执行科研任务时，在卢德...呃我是说银河救赎教会的巡逻区域内，被卢德骑士团给绑...呃给拦截了。

""这些骑士团的人，呃""{Sebestyen}组织了下语言，""在执行某些法规方面相当地热情。也就咱俩这样说说，他们对于法规的理解，顶多就是半瓶子醋的水平，所以可能会有这种...误会发生。我们，也就是学院的{$gaRR_department}部门所进行的这个项目，已经获得了在科研站经营教堂的主教的首肯。""",gaRR_briefing1:继续,
gaRRMissionTextChurch1,DialogOptionSelected,"$option == gaRR_briefing1
$gaRR_variation == CHURCH",SetTextHighlights $gaRR_costNormal $gaRR_reward,"""所以...呃...我们也不确定哪个环节出了问题。这可能是教会内部的...呃，部门间的冲突?""{Sebestyen}说完后，再次看向他的平板。

""哦对!我们需要派一名代表——也就是你——去到{$gaRR_marketName}那里，与卢德骑士团的代表进行交涉。""呃，他们暗示说只要给出{$gaRR_costNormal}星币的十分之一就足以让交涉变得顺利。财务部会预支给你这笔资金，而执行任务本身的酬劳则是{$gaRR_reward}星币。","gaRR_accept:接受
aseb_decline:拒绝
gaRR_briefing2:""如果我能不花钱就把学者救出来，那这钱我能自己留着吗?""",
gaRRMissionTextChurch2,DialogOptionSelected,"$option == gaRR_briefing2
$gaRR_variation == CHURCH",,"""呃这个..."" 你的主意让{Sebestyen}显得有些慌乱，""呃，老天啊，我得查一下。""

从突然出现在他脸上的反光来看，{Sebestyen}已经在平板上划拉出了一大坨法律条文，就算是滚动着快速阅读也花了他一分多钟的时间。

""好吧，理论上来说""，他笑得很灿烂，""这些资金是'根据回收附录A中所列项目之所需，向受雇者'——也就是你——'所发放的行动资金'。所以，如果你能在不使用这些资金的情况下完成任务，你就可以留下这笔额外的钱。呃，希望你不是通过，呃...那种方法来...呃""{Sebestyen}显得很不舒服，他闭上了眼睛并深吸了一口气。","gaRR_briefing3:""不用担心，我挺擅长通过谈判来解决问题的""",
gaRRMissionTextChurch3,DialogOptionSelected,"$option == gaRR_briefing3
$gaRR_variation == CHURCH",,"学者{Sebestyen}抬起头来，显然对此感到欣慰。""那么，你同意接下这项任务?""","gaRR_accept:接受
aseb_decline:拒绝",
gaRRMissionAccept,DialogOptionSelected,$option == gaRR_accept,"AddCredits $gaRR_costNormal
$option = aseb_accept 0
FireBest DialogOptionSelected",,,
,,,,,,
# talking to contact for researcher ransom - Knight of Ludd version,,,,,,
gaRRChurchGreeting,PickGreeting,"$gaRR_contact score:1000
Call $global.gaRR_ref updateData
$gaRR_variation == CHURCH",ShowPersonVisual,"通讯接通后，一位身披手工织物，佩戴着木制骑士指挥官标志的卢德骑士出现了。""愿卢德保佑你，""{$heOrShe}说到。虽然目光中带着明显的怀疑，但{$HeOrShe}还是保持了尊重的语气。

""我可以为您效劳吗，{$playerBrotherOrSister}?""","gaRR_churchAsk:询问一位与{Galatia}学院有关的囚犯的事
cutCommLink:切断通讯连接",
gaRRChurchGreeting1,DialogOptionSelected,$option == gaRR_churchAsk,ShowPersonVisual,"""啊，你是学院来的人。或者说，是他们雇你来的，是这样吗?""{$HeOrShe}瞥了你一眼，""看来我说对了。""

""首先，我向您保证，您所指的这个人在骑士团受到了很好的对待；但考虑到他的罪行，他的行动范围被限制在一间来宾宿舍内，并且对其在使用科技方面的特权...进行了限制。""

团长把由某种真的纸张制成的笔记本翻了一页，继续阅读。""我看到这里说，学者在被捕时携带了许多的...装置，即他们所谓的'科研设备'。这些设备已经被销毁了。""{$HeOrShe}抬头观察了下你的反应，然后自己点了点头。",gaRR_churchCont1:继续,
gaRRChurchGreeting2,DialogOptionSelected,$option == gaRR_churchCont1,"SetStoryOption gaRR_negotiateChurch general ""劝说卢德骑士在不收赎金的情况下释放研究人员""
DoCanAffordCheck $gaRR_costNormal gaRR_acceptChurch false","""我能理解保持我们所属势力之间关系稳定的必要性，""{$heOrShe}说到，""教会母堂在给我们的命令中强调过这一点。因此，星系主教已经同意，如果您能对教会进行一笔慷慨的捐赠，那么便可以省略通常针对囚犯的处理程序。""

""想必您已经带来了学院的银子?""{$HeOrShe}露出了狡黠的微笑。","gaRR_acceptChurch:支付{$gaRR_costNormal}星币以使他们释放学者
gaRR_negotiateChurch:通过谈判来免除费用
cutCommLink:切断通信连接",
