id,trigger,conditions,script,text,options,notes
,,,,,,
"# Ziggurat, Alpha Site, etc",,,,,,
zig_cacheOpenDialog,OpenInteractionDialog,$ttWeaponsCache score:1000,"SalvageGenFromSeed
ShowDefaultVisual
FireBest SalvageCheckHostile","你的{$shipOrFleet}接近了一批漂流在太空中的屏蔽货箱. 上面没有身份认证, 没有徽章, 也没有任何应答装置.

其中一个货箱环绕着货箱集群, 源源不断的发射中微子脉冲冲洗着你的传感器; 这些沉睡的货箱在几十? 十几年的周期中让一些奇特的物质泄露了出来.",,
zig_beaconOpenDialog,OpenInteractionDialog,"$tag:warning_beacon
$ttBlackSite score:1000","ShowDefaultVisual
SetShortcut beaconLeave ""ESCAPE""","一个警告航标在附近的主要通讯频道里发出扭曲的哀嚎声.

你的通信员报告, 信标残骸中的安全系统试图进行简单的软件黑入, 但是被抵挡了下来.",beaconLeave:离开,
zig_encounterDescScanned,BeginFleetEncounter,"$ziggurat score:1000
!$printedDesc
$showAfterScanIntro",,"这艘主力舰级别的舰船应该是一艘相位舰船, 他的设计十分独特.

你的传感器副官说这些非常小但明亮的电磁脉冲源 ""-仅仅与部分可见光谱重叠"". 它们周期性的出现在艘谜团一般的船上并且被排放出来. 舰桥里的船员都开始交头接耳，窃窃私语的猜测着: 新的护盾? 等离子暴裂驱动器? 你的副官摇了摇头。

宛如合唱团站在山的那头, 遥远的音乐声乘风而来, 犹如午后清风一样将你的注意力, 一点, 一点的剥离. 但当你试图去追寻这音乐声之时，它又随风而去. 回过神来时，你意识到整个舰桥的船员都忧心仲仲的看着你，等待你的下一个命令.",,
zig_encounterDesc1,BeginFleetEncounter,"$ziggurat score:1000
!$printedDesc
!$showAfterScanIntro","$printedDesc = true 0
$fidpi_addContinue = true 0","这艘主力舰级别的舰船应该是一艘相位舰船, 他的设计十分独特.你的传感器副官说这些非常小但明亮的电磁脉冲源 ""-仅仅与部分可见光谱重叠"". 它们周期性的出现在艘谜团一般的船上并且被排放出来. 舰桥里的船员都开始交头接耳，窃窃私语的猜测着: 新的护盾? 等离子暴裂驱动器? 你的副官摇了摇头。

你命令你的舰队以最高的清晰度对这艘船进行扫描，并将这批数据放进安全的储存区里。",,
zig_encounterDesc2,BeginFleetEncounter2,,"AddTextSmall ""获得未知舰船详细扫描数据"" highlight
$global.gaPZ_scannedZiggurat = true
Call $global.gaPZ_ref updateStage
$showAfterScanIntro = true","宛如合唱团站在山的那头, 遥远的音乐声乘风而来, 犹如午后清风一样将你的注意力, 一点, 一点的剥离. 但当你试图去追寻这音乐声之时, 它又随风而去. 回过神来时, 你意识到整个舰桥的船员都忧心仲仲的看着你, 等待你的下一个命令.",,
zig_afterDefeating,AfterZigguratDefeat,,,"一场巨大的爆炸晃瞎了外面的摄像头. 几秒钟才切换到备用摄像头上.

你的传感器副官用低沉的声音报告说, 刚才的爆炸并未检测到逃生舱.",zigBattleContinue:继续,
zig_afterDefeatingContinue,DialogOptionSelected,$option == zigBattleContinue,FireBest OpenInteractionDialog,,,
zig_wreckDetails,ShowSalvageEntityDetails,"$customType == wreck
$ziggurat score:1000",ShowDefaultVisual,"这艘损坏的相位舰船, 终于平静了下来, 缓缓地在宇宙中飘荡着.",,
zig_exploreSabotage,CheckSalvageSpecial,"$salvageSpecialData != null
$customType == wreck
$ziggurat score:1000
!$triedSabotage
PlayerHasCargo alpha_core","#ShowDefaultVisual
$triedSabotage = true","打捞部队将他们的穿梭无人机部署对接在这艘巨型舰船船体的各个入口处. 当舰桥下令进入的时候, 同一时间的所有的遥测信息反馈都消失了.

舰桥副官迅速下令撤退, 并且联络下属开始执行检查并试图初始化无人机, 以精准定位系统故障的位置 - 并试图判断这是不是敌对行为. 整个舰桥这几分钟都像热锅上的蚂蚁, 打捞部队的通讯和数据反馈终于恢复了.

""长官!"" 你的战术副官在你面前标准的敬了一个礼, 并且开始向你报告状况, ""有人试图对我们的穿梭机的内部电脑发送核心崩溃指令. 幸运的是安全系统及时拦截了它, 但他们不得不重启整个系统并且手动切换到备份上; 以上是遥测被切断的原因. 现在整个打捞部队随时可以出动. ""","zigAlphaContinue:""无论是谁干的, 他*的到底想干什么? """,
zig_alphaContinueOpt,DialogOptionSelected,$option == zigAlphaContinue,,"你的战术副官快速的摁下几个按钮; 虚拟影像上映射出刚刚更新的数据

""如果所有的穿梭机能量核心同时都被过载掉了, 穿梭机又离残骸这么近? 这样做消除了任何恢复这艘船到的可能性了, 当然也能杀死打捞部队的队员. 不过, 我认为这并不是他们的目的, 因为明显有比这更容易杀死打捞部队的办法. ""

当你指示你的首席行动副官让打捞部队进行第二次尝试的时候, 你的战术副官补充道, ""长官, 看起来刚刚我们遇到的只是第二次AI战争时速子科技用的小把戏罢了. 他们会在黑匣子上留下电磁脉冲陷阱, 以便霸主在回收他们的黑匣子并试图从中提取出有价值的信息和科技之前将他们的舰船停机. 当然这样的小惊喜很容易就可以恢复过来. 我还蛮高兴那些旧的通讯链接安全包依然发挥了作用. """,zigAlphaContinue2:继续,
zig_alphaContinueOpt2,DialogOptionSelected,$option == zigAlphaContinue2,,"你让战术副官就地解散, 并让通信官通知打捞部队原地待命. 透过下层行动模拟分析官到你舰桥上层的报告, 你逐渐分析出一些事情的端倪: 一梭子来源不明的核心崩溃指令, 发送位置接近舰船上装有阿尔法核心的安全舱. 但这并不能责怪那颗AI核心, 整个核心安全仓在任何时候都被隔离着, 如果你为它打开一个小的数据流窗口, 它会在危机时毫不费力地为你提供服务和建议. 你简单的终止了和阿尔法核心的通讯连接, 并把它重新放进了隔离舱内.

你的通信员在报告的时候说, 并不确定这次是否有AI参与到其中, 也无法证实信号确实来自于核心. 这两个消息都令人不安. 此时你的行动指挥官接入了通讯, 申请第二次进入残骸进行探索. ",zigAlphaContinue3:通知行动指挥官继续探索,
zig_alphaContinueOpt3,DialogOptionSelected,$option == zigAlphaContinue3,"#ShowDefaultVisual
FireBest ZigExploreDescription",,,
zig_exploreNoSabotage,CheckSalvageSpecial,"$salvageSpecialData != null
$customType == wreck
$ziggurat score:1000","#ShowDefaultVisual
FireBest ZigExploreDescription",你的打捞部队对接在巨型舰船外壳上的各个入口上.,,
zig_exploreDescription,ZigExploreDescription,,,"你如同热锅上的蚂蚁一般, 焦灼地等待了几分钟, 终于收到了打捞部队发送过来的舰船检查报告 - 目标舰船虽然严重受损, 但因为其独特的构造, 理论上是可以恢复的.

行动指挥官的报告中描述了这艘船花哨的船体, 这证明了这艘船是需要大量人力来维护的. 然而打捞部队在调查中并未发现任何人类船员, 包括船壳损坏的区域也未发现尸体, 甚至连逃生舱也在他们应该呆着的位置上. 

剩下的就是各种遥测数据反馈, 和你手下的报告, 然后等待你在舰桥里传达下一个指示. 在等待的空闲之中, 你再度呼唤起那一段悠扬, 飘渺的音乐. 急促的通讯申请把你从遐想中拉回现实, 你甩了甩头试图保持清醒, 并且接受了舰队里的首席工程师的通讯申请. ",zigExploreContinue:继续,
zig_exploreDescriptionContinue,DialogOptionSelected,$option == zigExploreContinue,,"""{$PlayerSirOrMadam}, 我只理解了这艘舰船的一半, 这可是一艘独一无二的舰船, "" 你的首席工程师的声音里按耐不住他发自内心的兴奋. 

""我发现了舰船上一个负责生成并控制的装置 - 我真的, 不确定我的用词是否准确, 那些...尘埃, 奇特的电磁脉冲源. 这个装置明显有两个阶段, 第一个你已经知道了, 但剩下的已经坏到修不好了. 根据这个设备的复杂度和放电模式...这就是前线专家的工作了. 这太棒了! 这样的装置现今根本找不到, 除了, "" 工程师老脸一红, ""谣传. 人们喜欢八卦. """,zigExploreContinue2:继续,
zig_exploreDescriptionContinue2,DialogOptionSelected,$option == zigExploreContinue2,SalvageSpecialInteraction,"首席工程师清了清嗓子, 随后 ""我寻思, 我可以让这个装置再度正常工作, 但我得说我一点都不知道这个装置是怎么工作的. 如果我们正常维修这艘船, 它就可以正常工作. 所以, 我们要进行恢复工作吗? """,,
#zig_exploreDescriptionContinue2,DialogOptionSelected,$option == zigExploreContinue2,"$global.gaPZ_recoverZig = true 0
Call $global.gaPZ_ref updateStage
SalvageSpecialInteraction",,,
zig_PostShipRecoverySpecial,PostShipRecoverySpecial,$srs_baseHullId == ziggurat,ZigguratCMD initEncounters,,,
# Alpha Site,,,,,,
zig_alphaSite,OpenInteractionDialog,"$id == site_alpha
$ttBlackSite score:1000
!$siteExplored","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE
$satelliteStillInOrbit = true 739","一枚抛弃式导航信标被发射到衰减轨道上, 用于分析被辐射长期摧残岩石下方的 ""阿尔法站点"".

表层扫描显示这个广阔的研究设施已经逐渐陨石坑中脱出. 它原先的护盾阵列应该在不久前彻底的失效, 导致整个遗迹都被强辐射清洗殆尽. 换句话说, 从中打捞任何材料都将无利可图.

不过, 你也许可以派遣一支短期打捞小队来试着回收和这个设施有关的情报. 看起来为了有人为了远离他人的窥探, 资助了大量的资源在这个鸟不拉屎的环境里建造这个研究设施来藏匿更有价值的东西. ","0:alphaSiteExplore1:派一支打捞小队下到设施中
100:defaultLeave:离开",
zig_alphaSiteAlreadyExplored,OpenInteractionDialog,"$id == site_alpha
$ttBlackSite score:1000
$siteExplored","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE","一枚小型卫星被发射到衰减轨道上, 用于分析被辐射长期摧残岩石下方的 ""阿尔法站点"". 你预计最多几个星球周期内, 这个站点和其所在地就会被星球的引力拉扯到坠毁轨道上.

心血来潮, 你调出了第一次拜访这里的记录.","0:alphaSiteExplore1:回放记录
100:defaultLeave:离开",
"# this is so frivolous... orbital satellite is gone after 2 years-ish
# love it.",,,,,,
zig_alphaSiteAlreadyExploredNoSat,OpenInteractionDialog,"$id == site_alpha
$ttBlackSite score:1000
$siteExplored
!$satelliteStillInOrbit",,"你的{$shipOrFleet}接近了被辐射长期摧残岩石下方的 ""阿尔法站点""的轨道.

原先用于在导航的卫星早以迷失在了星体之中; 在显示器上轻轻一点, 屏幕上便展现出卫星撞击表面时在被辐射侵蚀的风化层上留下的明亮的斑点和浅坑. 因为该星体缺少大气层, 这颗抛弃式卫星, 它砸出的浅坑应该能坚持数百万个星球周期, 留下了更久远的痕迹.

心血来潮, 你调出了第一次拜访这里的记录.","0:alphaSiteExplore1:回放记录
100:defaultLeave:离开",
zig_alphaSiteExplore1,DialogOptionSelected,$option == alphaSiteExplore1,$siteExplored = true,"在经过严密并且冗长的准备(和反复重申对应的危险津贴政策)之后, 一组自愿参与的救助小队乘坐加强辐射屏蔽的重装穿梭机出发了.

他们在设施的主要入口附近着陆, 随后向指挥中心汇报这次入侵不受阻. 在你旗舰的舰桥的投影屏幕上, 一群重装打捞人员掠过被粒子云笼罩的防御炮塔; 仅仅只是轻触, 这些炮台就塌了. 暴露在无情深空之下的任何物质都会从化学分子层面被侵蚀, 瓦解; 似乎所有的安全系统都被辐射所摧毁.",alphaSiteExplore1b:继续,
zig_alphaSiteExplore1b,DialogOptionSelected,$option == alphaSiteExplore1b,,"设施内部因为大门被摧毁, 内部已经失压. 虽然设施的外壳具有一定的保护作用, 但内部娇贵的电脑系统已经被辐射炸的酥脆. 修复它不太可能, 也导致其没有可以回收的数据.

由于无法轻易找到任何东西, 小队成员在剩余的抗辐射药剂的安全时间里原地解散, 并开始搜寻遗迹中任何可能有用的物品. 搜寻过程中, 一位打捞队员进入了设施高阶成员的房间, 并且发现了房间已故主人的那本纯天然材料制成的日记.",alphaSiteExplore2:继续,
zig_alphaSiteExplore2,DialogOptionSelected,$option == alphaSiteExplore2,,"在隔离区, 你亲自检查了这一本日记. 精美的皮革封面已经褪色, 但烫金的速子科技标志依然清晰可辨. 你的打捞队员在未开启这本书的情况下已经完整的扫描了这一本精美的书. 那些扫描页被置于系统的安全缓存中等待你随时读取.",alphaSiteExplore2b:继续,
